epoch,train_loss,valid_loss,lr,train_accuracy,train_error,valid_accuracy,valid_error
33.0,110.21992910786074,139.82707100379224,0.0001,84.11291144875919,15.887088570524664,84.31186451631434,15.688135371488684
34.0,103.3772523260229,140.45660707600445,1e-05,84.09574201527764,15.90425780415535,84.3212843502269,15.678715958314783
35.0,111.49463429511015,137.74054935624534,1e-05,84.12541883132037,15.874581091544208,84.36759999219109,15.632400112993578
36.0,112.49153590401048,138.09721989983444,1e-05,84.08520314272712,15.914796655668932,84.35714951683494,15.642850230721866
37.0,109.33612480148226,137.86535060972872,1e-05,84.09254326539882,15.907456724082722,84.37903376186595,15.62096637838027
38.0,116.3543251714275,139.02524501596255,1e-05,83.98449036654304,16.015509771950104,84.34770241905662,15.652297545881833
39.0,108.23694338828399,138.92884700760243,1e-05,84.03714606341194,15.962853873477263,84.35346895105698,15.646531280349283
40.0,106.83326553754328,138.74152165428026,1e-05,84.08696823961594,15.913031876087189,84.3640993903665,15.635900946224437
41.0,108.98236702510445,138.1664007454734,1e-05,84.1956333693336,15.804366681505652,84.38106475156896,15.618935479837305
42.0,107.65854443000117,138.58378888294357,1.0000000000000002e-06,84.09223975854762,15.907760386957841,84.37106025920195,15.62893929902245
43.0,109.33311337241155,138.5030312210465,1.0000000000000002e-06,83.99552237286287,16.004477486890906,84.37887264700497,15.6211277737337
44.0,109.25002636191091,138.56182590590706,1.0000000000000002e-06,84.09408381405999,15.905915922978345,84.37147836124196,15.628522073521333
45.0,112.25212314073099,137.3947287901219,1.0000000000000002e-06,83.99949638983783,16.000503666260663,84.38533642712761,15.614663509761586
46.0,113.72535702321161,139.47363160610527,1.0000000000000002e-06,83.9614150243647,16.038584928302203,84.36548878164852,15.634511050056009
47.0,102.67673932688534,138.16616336626996,1.0000000000000002e-06,84.24847455585704,15.751525501994525,84.380498381222,15.619500917546889
48.0,109.47074992668905,138.7034742933557,1.0000000000000002e-06,84.1175976080053,15.882402136045343,84.37381469502168,15.626185501323027
49.0,107.3034088034777,139.14165186635435,1.0000000000000002e-06,84.081211160211,15.918788682011996,84.38062202229219,15.619377858498517
50.0,105.38245330580749,138.28619453502068,1.0000000000000002e-07,84.10698593364043,15.893014057594186,84.37467619952034,15.62532383554122
51.0,111.05213359778602,138.65013587932373,1.0000000000000002e-07,84.11177713730756,15.888222690890817,84.3717705782722,15.62822980740491
52.0,109.21462946562491,138.53718793093543,1.0000000000000002e-07,84.01924777030945,15.98075233312214,84.36238333758186,15.637615996248583
53.0,113.21021895022983,138.42752715566465,1.0000000000000002e-07,84.03018874280593,15.969811197589426,84.38171829896815,15.618281834265765
54.0,110.67144024598912,139.40049939691485,1.0000000000000002e-07,84.12068076694713,15.879319029695848,84.38147045584286,15.618529186529273
55.0,109.02246937162747,138.00411125293576,1.0000000000000002e-07,84.07105180796455,15.928948071073084,84.38460580040427,15.615393834955553
56.0,110.08435866922773,138.84605578503863,1.0000000000000002e-07,84.12395745165207,15.876042553607155,84.37749901939841,15.6225005458383
57.0,108.40704135551613,137.55542516828925,1.0000000000000002e-07,84.08965305721058,15.910346976097893,84.39337943581974,15.606620956869687
