epoch,train_loss,valid_loss,lr,train_accuracy,train_error,valid_accuracy,valid_error
24.0,158.79889784337817,253.55777968606355,0.001,80.84734585705925,19.152654323507758,75.82249792884377,24.177501846762265
25.0,148.91253435117676,186.44860853871594,0.001,81.19697857604308,18.803021506351584,79.4594290116254,20.54057075696833
26.0,146.27495889871457,254.76730065421384,0.001,81.40225949006923,18.597740681732404,76.43750569399666,23.56249427094179
27.0,147.9876657341132,230.48158312205527,0.001,81.35050435627208,18.649495484197843,77.8028489561642,22.197151331340564
28.0,139.57707006747526,212.4300559273371,0.001,81.68827955863055,18.311720586874905,78.2440061008229,21.755993808017056
29.0,138.54981912796117,230.63917064907852,0.001,81.76400658663582,18.23599338531494,76.11277274524464,23.887227002312155
30.0,137.58959416438088,210.54591975982532,0.001,81.88338655583999,18.116613535320056,77.54955566630645,22.450444123324225
31.0,136.60273139148003,217.85335789590397,0.001,81.87291968570037,18.127080259954226,77.66422218434951,22.33577767540427
32.0,122.96278943652058,203.55687113055907,0.0001,82.59163563391742,17.408364208305585,79.055448476006,20.94455111727995
33.0,120.11636884934589,199.75461774232934,0.0001,82.84123410898097,17.158765957635993,79.31101768157062,20.688982353490943
34.0,118.54760440467466,204.4807432749386,0.0001,82.96967726595261,17.03032267444274,78.74757688185748,21.25242275350234
35.0,116.85531299229483,223.71646559339806,0.0001,83.00306986359989,16.996930359040988,77.89998217190013,22.10001803145689
36.0,115.04233688509737,224.85780231017296,0.0001,83.0615356389214,16.93846434179474,77.53827832726871,22.461721756879022
37.0,115.20356077494728,213.22933131616654,0.0001,83.04249001951779,16.95750991386526,78.40376615524292,21.596234174335706
38.0,115.10908140535635,209.2433794179858,0.0001,83.08280188897076,16.917198275818546,78.24902427897734,21.750975903342752
39.0,112.26267377810964,223.88232982988825,0.0001,83.19861407840953,16.801385890035068,77.57736144346349,22.42263895623824
40.0,111.61512061251356,215.4123557320246,1e-05,83.25879854314468,16.741201456855325,78.06319489198573,21.936805171125076
41.0,109.36854331756642,215.506147675283,1e-05,83.45545977704666,16.544540201916416,78.03205666822545,21.967943282688367
42.0,109.41146784803954,212.71523790440597,1e-05,83.46793279928319,16.532067018396713,78.13957343381993,21.86042645398308
43.0,109.7423344166065,209.0375190161475,1e-05,83.35555066781886,16.644449363736545,78.44683798621682,21.553161579019882
44.0,110.17492913648906,214.26622847791816,1e-05,83.38138757032506,16.6186122981941,78.11445485844331,21.88554540802451
45.0,109.59593885254776,209.41747014425562,1e-05,83.35971578429726,16.64028432439355,78.46067818473367,21.539321142084457
46.0,109.97198300033546,207.3043947669178,1e-05,83.36247727450203,16.637522639597165,78.60726017110488,21.392739723710452
47.0,110.45912777621726,209.19280982012037,1e-05,83.37568041857551,16.62431956564679,78.43983667037067,21.56016371530645
48.0,107.82388950327508,208.76494537893586,1.0000000000000002e-06,83.50103454028859,16.49896564904381,78.50134504542632,21.49865503170911
49.0,109.47891233071121,212.07974667506392,1.0000000000000002e-06,83.43946316662957,16.560536915765088,78.28225842644187,21.717741517459643
50.0,108.03368449475619,209.65074188225407,1.0000000000000002e-06,83.43105129634633,16.568948687875974,78.47384225620942,21.52615779287675
51.0,108.47904098974725,212.54259729264825,1.0000000000000002e-06,83.44120435153737,16.558795590611066,78.22822113598095,21.7717789551791
52.0,109.14801611990505,209.25401791165106,1.0000000000000002e-06,83.50620788686416,16.493792039506577,78.4713329707875,21.528666790793924
53.0,108.87919543111106,211.27853499464922,1.0000000000000002e-06,83.4026237375596,16.597376265946558,78.28745292214786,21.712547021753647
54.0,109.2682606016842,211.62097849722048,1.0000000000000002e-06,83.40390582645641,16.596094194580527,78.24181307063384,21.7581871397355
55.0,108.91438445632689,207.07859597088853,1.0000000000000002e-06,83.38143549245946,16.618564516305923,78.6393391384798,21.360660812434027
56.0,109.90726410910241,211.30717244868276,1.0000000000000002e-07,83.42753794614006,16.572461768108255,78.307065262514,21.692935151212357
57.0,109.42894286197198,209.0217419823568,1.0000000000000002e-07,83.27796692006729,16.72203302208115,78.53176770490758,21.46823231612935
58.0,110.96456877078079,213.69339882130186,1.0000000000000002e-07,83.33093389342812,16.669066362521228,78.17710466945873,21.822895295479718
59.0,109.1128695565215,212.26865125518918,1.0000000000000002e-07,83.38041145661298,16.61958823309225,78.2464804649353,21.753519570126254
60.0,107.91140906175005,212.4486716640212,1.0000000000000002e-07,83.4513039448682,16.548696107724133,78.29560030207915,21.704399459502277
61.0,108.56714198377863,215.41420608902766,1.0000000000000002e-07,83.47151325730717,16.528486663804333,77.98359511880314,22.016404776012195
62.0,109.1289979658737,214.81328112655495,1.0000000000000002e-07,83.40376321007224,16.59623664091615,78.10183760699104,21.89816213355345
63.0,110.50367517104578,210.588771237036,1.0000000000000002e-07,83.34836682151345,16.651632957598743,78.35531846214744,21.644681145163144
